vertical,advertiser_country,cost_per_goal,advertising_platform_id,start_year
Industrial,PT,0.16,adwords,2019
Health,PT,1.76,adwords,2020
Industrial,PT,0.09,adwords,2022
Home Improvement & Maintenance,PT,0.39,adwords,2023
Real Estate,PT,0.45,adwords,2022
Real Estate,PT,0.45,bing,2022
Real Estate,PT,0.45,bing,2022
Electronics,PT,0.1,adwords,2021
Electronics,PT,0.49,bing,2021
Home Improvement & Maintenance,PT,0.28,bing,2022
Environment,PT,0.16,bing,2021
Business,PT,0.29,bing,2020
Electronics,PT,0.66,bing,2023
Business,PT,0.41,bing,2020
Home Improvement & Maintenance,PT,0.61,adwords,2023
Electronics,PT,0.2,adwords,2021
Industrial,PT,0.61,adwords,2024
Fashion & Clothing,PT,0.21,bing,2020
Cars & Motorbikes,PT,0.2,adwords,2019
Cars & Motorbikes,PT,0.35,adwords,2019
Health,PT,0.4,adwords,2022
Interior Design & Furniture,PT,0.55,adwords,2024
Accommodation & Hotels,PT,0.49,adwords,2023
Home Improvement & Maintenance,PT,0.27,adwords,2022
School,PT,0.43,adwords,2022
Home Improvement & Maintenance,PT,0.19,bing,2022
Beauty,PT,0.32,bing,2023
Interior Design & Furniture,PT,0.18,bing,2019
Home Improvement & Maintenance,PT,1.01,adwords,2022
Cars & Motorbikes,PT,0.25,adwords,2019
Cars & Motorbikes,PT,0.27,bing,2019
Fashion & Clothing,PT,0.14,bing,2024
Home Improvement & Maintenance,PT,0.21,bing,2019
Home Improvement & Maintenance,PT,0.38,adwords,2019
Health,PT,0.53,adwords,2023
Home Improvement & Maintenance,PT,0.54,adwords,2023
Transport & Logistics,PT,0.55,adwords,2024
Cars & Motorbikes,PT,0.7,bing,2023
Transport & Logistics,PT,0.47,adwords,2023
Beauty,PT,0.16,bing,2023
Industrial,PT,0.48,bing,2019
Interior Design & Furniture,PT,0.12,adwords,2019
Real Estate,PT,0.2,adwords,2023
Cars & Motorbikes,PT,0.12,bing,2021
Home Improvement & Maintenance,PT,0.19,bing,2021
Environment,PT,0.16,bing,2021
Transport & Logistics,PT,0.77,adwords,2022
Security,PT,1.01,bing,2023
Electronics,PT,1.4,adwords,2023
Electronics,PT,0.4,bing,2023
Health,PT,0.23,bing,2019
Beauty,PT,0.24,adwords,2023
Health,PT,0.29,adwords,2019
Health,PT,0.89,bing,2019
Home Improvement & Maintenance,PT,0.21,adwords,2023
Transport & Logistics,PT,0.85,adwords,2023
Industrial,PT,0.32,bing,2019
Health,PT,0.22,bing,2019
Fashion & Clothing,PT,0.71,adwords,2020
Business,PT,0.4,adwords,2022
Home Improvement & Maintenance,PT,0.93,adwords,2023
Business,PT,0.22,bing,2019
Cars & Motorbikes,PT,0.27,adwords,2019
Home Improvement & Maintenance,PT,0.14,adwords,2020
Home Improvement & Maintenance,PT,0.35,bing,2022
Home Improvement & Maintenance,PT,0.33,adwords,2022
Agriculture,PT,1.1,adwords,2022
Health,PT,0.22,bing,2022
School,PT,0.42,bing,2023
Home Improvement & Maintenance,PT,0.38,adwords,2022
Electronics,PT,0.42,bing,2022
Home Improvement & Maintenance,PT,0.24,bing,2022
Real Estate,PT,0.23,adwords,2022
Cars & Motorbikes,PT,0.6,adwords,2022
Accommodation & Hotels,PT,0.4,bing,2019
Interior Design & Furniture,PT,0.15,bing,2021
Health,PT,0.35,bing,2020
Beauty,PT,0.48,bing,2023
Fashion & Clothing,PT,0.41,bing,2023
Health,PT,0.27,bing,2019
Accommodation & Hotels,PT,0.69,adwords,2023
Electronics,PT,0.37,bing,2023
Electronics,PT,0.58,bing,2023
Home Improvement & Maintenance,PT,1.04,adwords,2022
Home Improvement & Maintenance,PT,1.77,adwords,2022
Pharmacy,PT,0.25,adwords,2019
Animals & Pets,PT,0.51,adwords,2023
Animals & Pets,PT,0.5,bing,2023
Legal & Law,PT,0.25,bing,2019
Industrial,PT,0.08,bing,2023
Electronics,PT,0.97,adwords,2023
Interior Design & Furniture,PT,0.29,bing,2022
Home Improvement & Maintenance,PT,0.3,bing,2023
Cars & Motorbikes,PT,0.23,bing,2019
Cars & Motorbikes,PT,0.3,bing,2019
Environment,PT,0.58,bing,2023
Environment,PT,0.55,bing,2023
Food & Drinks,PT,0.29,adwords,2023
Industrial,PT,0.34,adwords,2019
Industrial,PT,0.1,bing,2019
Home Improvement & Maintenance,PT,0.39,adwords,2023
Cars & Motorbikes,PT,0.39,adwords,2019
Cars & Motorbikes,PT,0.31,bing,2019
Health,PT,0.14,adwords,2020
Cars & Motorbikes,PT,0.48,bing,2020
Food & Drinks,PT,0.47,adwords,2023
Security,PT,0.26,adwords,2021
Home Improvement & Maintenance,PT,0.5,adwords,2023
Cars & Motorbikes,PT,0.4,adwords,2020
Security,PT,0.41,bing,2021
Interior Design & Furniture,PT,0.35,bing,2023
Security,PT,0.51,adwords,2019
Health,PT,0.32,adwords,2022
Home Improvement & Maintenance,PT,0.23,adwords,2021
Environment,PT,0.17,adwords,2019
Home Improvement & Maintenance,PT,0.17,adwords,2019
Home Improvement & Maintenance,PT,0.42,adwords,2023
Electronics,PT,0.75,adwords,2023
Security,PT,0.23,bing,2021
Funeral Services,PT,0.62,adwords,2020
Electronics,PT,0.42,bing,2023
Home Improvement & Maintenance,PT,0.55,bing,2023
Funeral Services,PT,0.2,adwords,2022
Health,PT,0.45,bing,2019
Health,PT,0.23,adwords,2019
Cars & Motorbikes,PT,3.0,adwords,2023
Funeral Services,PT,0.98,adwords,2023
Industrial,PT,0.12,adwords,2019
Electronics,PT,0.35,bing,2023
Industrial,PT,0.36,adwords,2022
Industrial,PT,0.41,adwords,2022
Beauty,PT,0.17,adwords,2021
Interior Design & Furniture,PT,0.13,adwords,2019
Interior Design & Furniture,PT,0.21,bing,2021
Home Improvement & Maintenance,PT,0.54,adwords,2023
Home Improvement & Maintenance,PT,0.54,adwords,2022
Industrial,PT,0.04,bing,2022
Food & Drinks,PT,0.06,adwords,2023
Transport & Logistics,PT,0.72,adwords,2022
Electronics,PT,0.91,adwords,2023
Health,PT,0.09,bing,2022
School,PT,0.26,adwords,2023
Home Improvement & Maintenance,PT,0.58,adwords,2022
Industrial,PT,0.75,bing,2024
Industrial,PT,0.7,bing,2024
Health,PT,0.21,adwords,2022
Health,PT,0.92,bing,2022
Cars & Motorbikes,PT,0.59,bing,2021
Funeral Services,PT,0.29,bing,2022
Transport & Logistics,PT,0.11,bing,2019
Electronics,PT,0.89,bing,2019
Electronics,PT,0.35,adwords,2019
Industrial,PT,0.42,bing,2023
Transport & Logistics,PT,0.19,adwords,2019
Business,PT,0.46,adwords,2020
Industrial,PT,0.63,bing,2023
School,PT,0.41,adwords,2023
Transport & Logistics,PT,0.41,adwords,2024
Industrial,PT,0.85,adwords,2023
Home Improvement & Maintenance,PT,0.18,bing,2019
Industrial,PT,0.25,adwords,2021
Security,PT,0.38,bing,2019
Industrial,PT,2.54,adwords,2023
Electronics,PT,0.66,bing,2023
Home Improvement & Maintenance,PT,0.32,adwords,2021
Home Improvement & Maintenance,PT,0.08,bing,2021
Environment,PT,0.27,adwords,2019
Environment,PT,0.45,adwords,2019
Environment,PT,0.42,adwords,2019
Health,PT,0.51,adwords,2023
Home Improvement & Maintenance,PT,0.1,bing,2019
Home Improvement & Maintenance,PT,0.28,bing,2019
Home Improvement & Maintenance,PT,0.23,adwords,2019
Industrial,PT,0.29,bing,2022
Electronics,PT,0.2,bing,2023
Beauty,PT,0.25,bing,2021
Health,PT,0.45,bing,2023
School,PT,0.29,adwords,2019
Health,PT,0.31,bing,2023
School,PT,0.25,adwords,2019
School,PT,0.2,bing,2019
School,PT,0.23,adwords,2019
Health,PT,0.25,bing,2023
Health,PT,0.32,adwords,2023
Animals & Pets,PT,0.42,adwords,2023
Industrial,PT,0.4,bing,2021
Security,PT,0.98,adwords,2023
Health,PT,0.69,adwords,2019
Home Improvement & Maintenance,PT,0.41,adwords,2019
Electronics,PT,0.38,adwords,2022
Home Improvement & Maintenance,PT,0.54,bing,2019
Transport & Logistics,PT,0.38,adwords,2021
Health,PT,0.25,adwords,2020
Interior Design & Furniture,PT,0.52,adwords,2019
Interior Design & Furniture,PT,0.24,bing,2019
Interior Design & Furniture,PT,0.23,adwords,2019
Industrial,PT,0.18,bing,2019
Beauty,PT,0.18,bing,2021
Business,PT,0.25,bing,2020
Business,PT,0.42,bing,2019
Industrial,PT,0.68,adwords,2019
Funeral Services,PT,0.47,bing,2019
Funeral Services,PT,1.37,adwords,2019
Home Improvement & Maintenance,PT,0.11,adwords,2020
Home Improvement & Maintenance,PT,0.5,bing,2023
Industrial,PT,0.3,adwords,2019
Beauty,PT,0.3,adwords,2023
Food & Drinks,PT,0.7,adwords,2019
Transport & Logistics,PT,1.43,adwords,2022
Industrial,PT,0.55,bing,2023
Home Improvement & Maintenance,PT,0.35,adwords,2022
Security,PT,0.17,adwords,2022
Food & Drinks,PT,0.37,adwords,2019
Accommodation & Hotels,PT,0.46,adwords,2023
Food & Drinks,PT,0.36,bing,2019
Home Improvement & Maintenance,PT,0.32,bing,2020
Health,PT,0.31,adwords,2020
Interior Design & Furniture,PT,0.46,adwords,2019
Home Improvement & Maintenance,PT,0.22,adwords,2022
Home Improvement & Maintenance,PT,0.25,adwords,2023
Animals & Pets,PT,0.37,bing,2023
Food & Drinks,PT,0.6,bing,2023
Home Improvement & Maintenance,PT,0.18,bing,2020
Cars & Motorbikes,PT,0.14,bing,2023
Health,PT,0.46,adwords,2021
Health,PT,0.27,adwords,2022
Interior Design & Furniture,PT,0.42,bing,2023
Industrial,PT,0.4,bing,2019
Home Improvement & Maintenance,PT,0.33,bing,2019
Home Improvement & Maintenance,PT,0.2,bing,2020
Health,PT,0.18,adwords,2019
Health,PT,0.5,bing,2021
Interior Design & Furniture,PT,1.02,facebook,2023
Home Improvement & Maintenance,PT,1.25,adwords,2024
Home Improvement & Maintenance,PT,0.14,adwords,2021
Home Improvement & Maintenance,PT,0.15,adwords,2020
Home Improvement & Maintenance,PT,0.65,bing,2024
Industrial,PT,0.72,bing,2019
Health,PT,0.42,bing,2019
Security,PT,0.29,bing,2023
Health,PT,0.4,adwords,2021
Interior Design & Furniture,PT,0.32,adwords,2019
Industrial,PT,0.96,adwords,2021
Home Improvement & Maintenance,PT,0.05,adwords,2019
Funeral Services,PT,0.81,bing,2019
Accounting,PT,0.22,bing,2020
Animals & Pets,PT,0.45,bing,2023
Animals & Pets,PT,0.43,bing,2023
Accounting,PT,0.25,bing,2019
Animals & Pets,PT,0.47,bing,2023
Health,PT,1.13,adwords,2019
Animals & Pets,PT,0.43,bing,2023
Animals & Pets,PT,0.34,bing,2023
Health,PT,0.42,bing,2019
Animals & Pets,PT,0.37,adwords,2021
Environment,PT,0.9,adwords,2020
Environment,PT,1.63,adwords,2022
Electronics,PT,0.47,adwords,2023
Beauty,PT,0.16,bing,2023
Beauty,PT,0.17,bing,2023
Home Improvement & Maintenance,PT,0.3,adwords,2019
Industrial,PT,0.55,adwords,2024
Home Improvement & Maintenance,PT,0.23,bing,2021
Industrial,PT,0.14,bing,2022
Health,PT,0.33,bing,2022
Beauty,PT,0.15,adwords,2021
Accommodation & Hotels,PT,0.3,adwords,2019
Accommodation & Hotels,PT,0.42,bing,2019
Accommodation & Hotels,PT,0.6,bing,2019
Home Improvement & Maintenance,PT,0.37,bing,2023
Home Improvement & Maintenance,PT,0.65,adwords,2023
Interior Design & Furniture,PT,0.13,adwords,2022
Home Improvement & Maintenance,PT,0.51,bing,2023
Interior Design & Furniture,PT,0.13,bing,2019
Home Improvement & Maintenance,PT,0.43,bing,2019
Home Improvement & Maintenance,PT,0.59,adwords,2023
Home Improvement & Maintenance,PT,0.21,bing,2019
Home Improvement & Maintenance,PT,0.51,bing,2019
Animals & Pets,PT,0.28,bing,2023
Industrial,PT,0.16,adwords,2019
Cars & Motorbikes,PT,0.26,bing,2020
Business,PT,0.25,bing,2023
Industrial,PT,0.18,adwords,2019
Industrial,PT,0.29,bing,2019
Industrial,PT,0.18,bing,2019
Industrial,PT,0.27,adwords,2019
Home Improvement & Maintenance,PT,0.46,bing,2021
Security,PT,0.45,bing,2019
Home Improvement & Maintenance,PT,0.19,adwords,2019
Security,PT,0.43,adwords,2020
Security,PT,0.36,bing,2019
Home Improvement & Maintenance,PT,0.23,bing,2019
Home Improvement & Maintenance,PT,0.2,adwords,2019
Electronics,PT,0.57,adwords,2023
Home Improvement & Maintenance,PT,0.4,bing,2022
Beauty,PT,0.76,bing,2023
Interior Design & Furniture,PT,0.4,adwords,2023
Home Improvement & Maintenance,PT,0.46,bing,2019
Home Improvement & Maintenance,PT,0.36,bing,2020
Food & Drinks,PT,1.28,bing,2020
Home Improvement & Maintenance,PT,0.12,adwords,2019
Electronics,PT,0.6,bing,2023
Food & Drinks,PT,0.38,bing,2020
Home Improvement & Maintenance,PT,0.3,adwords,2020
Home Improvement & Maintenance,PT,0.32,adwords,2020
Food & Drinks,PT,0.5,bing,2020
Home Improvement & Maintenance,PT,0.22,adwords,2019
Home Improvement & Maintenance,PT,0.2,adwords,2019
Home Improvement & Maintenance,PT,0.14,adwords,2019
Electronics,PT,0.44,adwords,2023
Home Improvement & Maintenance,PT,0.24,bing,2019
Electronics,PT,0.62,bing,2023
Home Improvement & Maintenance,PT,0.13,bing,2022
Home Improvement & Maintenance,PT,0.6,adwords,2019
Home Improvement & Maintenance,PT,0.78,bing,2019
Home Improvement & Maintenance,PT,0.3,bing,2019
Home Improvement & Maintenance,PT,0.79,adwords,2019
Home Improvement & Maintenance,PT,0.32,bing,2019
Home Improvement & Maintenance,PT,0.58,bing,2019
Home Improvement & Maintenance,PT,0.45,bing,2019
Home Improvement & Maintenance,PT,0.63,adwords,2019
Home Improvement & Maintenance,PT,0.61,adwords,2019
Real Estate,PT,0.32,adwords,2022
Health,PT,0.43,bing,2021
Electronics,PT,0.28,bing,2023
Interior Design & Furniture,PT,0.11,bing,2019
Industrial,PT,0.08,adwords,2023
Industrial,PT,0.04,adwords,2021
Health,PT,0.14,bing,2023
Health,PT,0.38,bing,2023
Cars & Motorbikes,PT,0.14,bing,2022
Business,PT,0.34,adwords,2020
Business,PT,0.34,adwords,2020
Home Improvement & Maintenance,PT,0.2,bing,2022
Home Improvement & Maintenance,PT,0.17,bing,2022
Health,PT,0.49,adwords,2019
Transport & Logistics,PT,0.21,adwords,2023
Industrial,PT,0.55,adwords,2023
Industrial,PT,0.28,adwords,2019
Cars & Motorbikes,PT,0.55,bing,2023
Cars & Motorbikes,PT,0.24,adwords,2023
Cars & Motorbikes,PT,0.36,bing,2023
Cars & Motorbikes,PT,0.31,adwords,2023
Cars & Motorbikes,PT,0.24,adwords,2023
Cars & Motorbikes,PT,0.36,adwords,2023
Cars & Motorbikes,PT,0.92,bing,2023
Cars & Motorbikes,PT,0.3,adwords,2023
Cars & Motorbikes,PT,0.35,adwords,2023
Cars & Motorbikes,PT,0.74,adwords,2023
Cars & Motorbikes,PT,0.48,adwords,2023
Cars & Motorbikes,PT,0.25,adwords,2023
Cars & Motorbikes,PT,0.39,bing,2023
Industrial,PT,0.44,bing,2019
Restaurant,PT,0.33,bing,2023
Environment,PT,0.32,adwords,2022
Electronics,PT,0.37,adwords,2023
Environment,PT,1.05,adwords,2022
Environment,PT,0.86,adwords,2019
Environment,PT,0.69,adwords,2019
Home Improvement & Maintenance,PT,0.64,adwords,2023
Cars & Motorbikes,PT,0.53,adwords,2023
Cars & Motorbikes,PT,0.22,adwords,2023
Restaurant,PT,0.3,bing,2020
Electronics,PT,3.0,bing,2019
Industrial,PT,0.24,adwords,2019
Business,PT,0.28,bing,2024
Business,PT,0.12,bing,2024
Home Improvement & Maintenance,PT,0.13,bing,2020
Animals & Pets,PT,0.11,bing,2023
Cars & Motorbikes,PT,0.27,adwords,2023
Industrial,PT,0.58,adwords,2023
Industrial,PT,0.27,adwords,2023
Security,PT,0.79,adwords,2024
Health,PT,0.27,bing,2019
Health,PT,0.27,adwords,2019
Home Improvement & Maintenance,PT,0.64,bing,2021
Health,PT,0.6,adwords,2024
Health,PT,0.19,adwords,2023
Environment,PT,0.45,adwords,2023
Health,PT,0.2,bing,2023
Health,PT,0.2,adwords,2023
Health,PT,0.25,bing,2023
School,PT,0.1,bing,2019
Fashion & Clothing,PT,0.22,bing,2023
Home Improvement & Maintenance,PT,0.25,adwords,2019
Home Improvement & Maintenance,PT,0.42,adwords,2023
Security,PT,0.36,adwords,2023
Security,PT,0.7,bing,2023
Security,PT,0.46,adwords,2023
Cars & Motorbikes,PT,1.03,bing,2023
Cars & Motorbikes,PT,0.67,bing,2023
Cars & Motorbikes,PT,0.19,adwords,2023
Health,PT,0.09,adwords,2023
Health,PT,0.19,bing,2023
Health,PT,0.45,adwords,2019
Electronics,PT,1.46,adwords,2023
Electronics,PT,0.97,bing,2023
Health,PT,0.76,adwords,2023
Funeral Services,PT,0.2,bing,2019
Industrial,PT,0.12,adwords,2019
Industrial,PT,0.23,bing,2019
Cars & Motorbikes,PT,0.35,adwords,2019
Cars & Motorbikes,PT,0.85,adwords,2019
Environment,PT,0.35,adwords,2023
Environment,PT,0.28,bing,2023
Environment,PT,0.45,adwords,2023
Environment,PT,0.24,adwords,2023
Health,PT,0.46,adwords,2023
Industrial,PT,0.38,bing,2023
Industrial,PT,0.52,bing,2023
Business,PT,0.22,bing,2020
Health,PT,0.25,bing,2021
Cars & Motorbikes,PT,0.15,bing,2022
Security,PT,0.29,adwords,2021
Security,PT,0.79,bing,2021
Interior Design & Furniture,PT,0.18,adwords,2023
Home Improvement & Maintenance,PT,1.18,bing,2022
Health,PT,0.4,adwords,2023
Health,PT,0.2,adwords,2019
Flowers & Plants,PT,0.25,bing,2019
Flowers & Plants,PT,0.34,bing,2019
Home Improvement & Maintenance,PT,3.0,adwords,2022
Cars & Motorbikes,PT,0.5,bing,2022
Home Improvement & Maintenance,PT,0.38,bing,2023
Cars & Motorbikes,PT,0.43,adwords,2019
Cars & Motorbikes,PT,0.44,bing,2019
Industrial,PT,0.53,bing,2023
Home Improvement & Maintenance,PT,0.4,adwords,2023
Health,PT,0.37,bing,2023
Health,PT,0.47,bing,2023
Restaurant,PT,1.02,bing,2023
Electronics,PT,0.31,bing,2021
Industrial,PT,0.54,adwords,2022
Industrial,PT,0.08,adwords,2019
Industrial,PT,0.1,bing,2022
Agriculture,PT,0.48,bing,2023
Health,PT,0.46,adwords,2019
Health,PT,1.1,bing,2019
Industrial,PT,1.9,bing,2019
Industrial,PT,0.89,adwords,2019
Cars & Motorbikes,PT,0.31,bing,2023
Cars & Motorbikes,PT,0.3,adwords,2023
Cars & Motorbikes,PT,0.3,adwords,2023
Cars & Motorbikes,PT,0.3,adwords,2023
Industrial,PT,0.18,adwords,2019
Home Improvement & Maintenance,PT,0.5,bing,2022
Home Improvement & Maintenance,PT,0.49,adwords,2022
Industrial,PT,0.58,adwords,2023
Security,PT,0.71,adwords,2021
School,PT,0.17,bing,2019
Environment,PT,0.43,bing,2023
Environment,PT,0.65,bing,2023
Industrial,PT,0.2,adwords,2019
Real Estate,PT,0.2,adwords,2022
Home Improvement & Maintenance,PT,0.44,bing,2023
Health,PT,0.16,adwords,2023
Health,PT,0.19,bing,2023
Business,PT,0.3,bing,2019
Industrial,PT,3.0,bing,2023
Industrial,PT,0.08,bing,2019
Industrial,PT,0.2,adwords,2019
Electronics,PT,0.36,adwords,2023
Electronics,PT,0.88,bing,2023
Legal & Law,PT,0.28,adwords,2023
Environment,PT,0.37,adwords,2021
Environment,PT,0.7,bing,2019
Environment,PT,1.2,bing,2019
Industrial,PT,0.78,bing,2024
Industrial,PT,0.78,adwords,2024
Security,PT,0.33,bing,2021
Home Improvement & Maintenance,PT,2.86,adwords,2023
Industrial,PT,0.59,adwords,2024
Environment,PT,0.84,adwords,2023
Environment,PT,1.46,bing,2023
Health,PT,1.5,bing,2024
Health,PT,0.6,adwords,2024
Transport & Logistics,PT,0.75,adwords,2024
Health,PT,0.3,adwords,2019
Industrial,PT,0.56,bing,2023
Industrial,PT,0.55,adwords,2023
Industrial,PT,0.24,bing,2019
Food & Drinks,PT,0.04,adwords,2023
Industrial,PT,0.2,adwords,2019
Health,PT,0.19,adwords,2023
Home Improvement & Maintenance,PT,0.31,adwords,2023
Funeral Services,PT,0.51,adwords,2019
Transport & Logistics,PT,0.97,bing,2023
Home Improvement & Maintenance,PT,0.36,adwords,2019
Home Improvement & Maintenance,PT,0.21,bing,2019
Industrial,PT,0.53,adwords,2023
Industrial,PT,0.55,bing,2023
Industrial,PT,0.21,adwords,2022
Industrial,PT,0.45,bing,2023
Security,PT,0.92,bing,2021
Industrial,PT,0.44,bing,2023
Agriculture,PT,1.37,bing,2023
Home Improvement & Maintenance,PT,0.46,adwords,2023
Environment,PT,0.45,bing,2023
Environment,PT,1.06,adwords,2023
Business,PT,1.02,bing,2019
Home Improvement & Maintenance,PT,0.18,adwords,2019
Home Improvement & Maintenance,PT,0.09,adwords,2019
Security,PT,0.66,bing,2021
Industrial,PT,0.1,bing,2019
Industrial,PT,0.23,adwords,2021
Environment,PT,0.37,adwords,2022
Industrial,PT,0.96,adwords,2024
Industrial,PT,0.96,adwords,2024
Industrial,PT,0.96,adwords,2024
Cars & Motorbikes,PT,0.45,bing,2023
Industrial,PT,0.31,bing,2019
Cars & Motorbikes,PT,0.16,adwords,2019
Cars & Motorbikes,PT,0.17,adwords,2019
Industrial,PT,0.2,adwords,2019
Transport & Logistics,PT,0.49,bing,2023
Transport & Logistics,PT,1.59,adwords,2023
School,PT,0.32,bing,2019
Electronics,PT,0.42,bing,2019
Electronics,PT,0.36,bing,2019
Funeral Services,PT,0.48,adwords,2021
Business,PT,0.04,bing,2019
Business,PT,0.26,bing,2019
Business,PT,1.15,adwords,2022
Industrial,PT,0.21,bing,2019
Health,PT,0.25,bing,2019
Health,PT,0.27,adwords,2019
Health,PT,0.14,bing,2019
Health,PT,0.25,bing,2019
Industrial,PT,0.32,bing,2019
Health,PT,0.43,bing,2019
Health,PT,0.28,bing,2019
Industrial,PT,0.41,bing,2019
Health,PT,0.11,bing,2020
Food & Drinks,PT,0.2,adwords,2023
Security,PT,0.41,adwords,2019
Security,PT,1.78,bing,2023
Food & Drinks,PT,0.11,adwords,2023
Environment,PT,1.58,bing,2023
Environment,PT,0.59,bing,2023
Industrial,PT,0.45,bing,2023
Real Estate,PT,1.62,adwords,2022
Home Improvement & Maintenance,PT,1.18,bing,2022
Health,PT,0.51,bing,2023
Health,PT,0.45,adwords,2023
Electronics,PT,0.68,bing,2019
Industrial,PT,0.56,adwords,2021
Home Improvement & Maintenance,PT,0.35,bing,2023
Home Improvement & Maintenance,PT,0.36,bing,2023
Home Improvement & Maintenance,PT,0.55,bing,2023
Transport & Logistics,PT,0.3,adwords,2019
Health,PT,0.14,adwords,2022
Health,PT,0.17,adwords,2019
Health,PT,0.17,adwords,2019
Environment,PT,1.98,adwords,2021
Environment,PT,0.83,bing,2021
Security,PT,0.62,bing,2021
Health,PT,0.48,adwords,2021
Electronics,PT,0.26,bing,2019
Health,PT,0.55,bing,2024
Health,PT,0.6,bing,2024
Home Improvement & Maintenance,PT,0.2,adwords,2021
Home Improvement & Maintenance,PT,0.18,bing,2021
Health,PT,0.41,bing,2023
Health,PT,0.33,adwords,2023
Agriculture,PT,1.09,facebook,2023
Electronics,PT,0.15,adwords,2019
Health,PT,0.28,bing,2023
Health,PT,0.17,adwords,2023
Health,PT,0.26,adwords,2023
Health,PT,0.29,adwords,2023
Health,PT,0.15,bing,2023
Industrial,PT,0.1,adwords,2022
Industrial,PT,0.54,adwords,2023
Transport & Logistics,PT,0.22,bing,2023
Transport & Logistics,PT,0.13,adwords,2019
Environment,PT,0.67,bing,2022
Environment,PT,0.61,adwords,2019
Real Estate,PT,0.17,bing,2021
Security,PT,0.25,bing,2019
School,PT,0.27,adwords,2019
Health,PT,0.38,bing,2021
Restaurant,PT,0.88,bing,2023
Health,PT,0.35,bing,2023
Health,PT,0.34,adwords,2023
Health,PT,0.35,adwords,2023
Home Improvement & Maintenance,PT,0.34,adwords,2023
Home Improvement & Maintenance,PT,0.12,bing,2023
Home Improvement & Maintenance,PT,0.4,bing,2023
Transport & Logistics,PT,1.14,adwords,2023
Security,PT,0.78,bing,2021
Industrial,PT,0.19,bing,2023
Agriculture,PT,0.17,bing,2019
Health,PT,0.26,bing,2022
Funeral Services,PT,0.36,bing,2019
Agriculture,PT,0.45,adwords,2019
Environment,PT,0.35,adwords,2023
Security,PT,0.32,bing,2019
Legal & Law,PT,0.37,bing,2023
Agriculture,PT,0.34,adwords,2023
Industrial,PT,0.36,adwords,2019
Health,PT,0.68,adwords,2019
Fashion & Clothing,PT,0.23,adwords,2023
Industrial,PT,0.26,bing,2019
Agriculture,PT,0.35,adwords,2021
Industrial,PT,0.24,bing,2019
Health,PT,0.32,adwords,2019
Transport & Logistics,PT,0.9,adwords,2023
Accommodation & Hotels,PT,0.82,bing,2023
Home Improvement & Maintenance,PT,0.22,adwords,2019
School,PT,0.5,adwords,2023
